id,Año,Trimestre,Provincia,Accesos por cada 100 hogares,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Total_velocidad_bajada,Banda ancha fija,Dial up,Total_Bandaancha_bandaangosta
20154RíoNegro,2015,4,Río Negro,46.44,3282,4473,89062,2010,4024,50,75,0.0,101122,98655,1067.0,99722
20154Salta,2015,4,Salta,31.59,1122,11387,65677,17139,6507,990,5,0.0,101936,101917,3.0,101920
20154SanJuan,2015,4,San Juan,27.66,90,3860,55761,0,0,0,2,0.0,56158,51408,621.0,52029
20154SanLuis,2015,4,San Luis,9.71,80,40,13473,0,0,10,2,0.0,13488,12901,317.0,13218
20154SantaCruz,2015,4,Santa Cruz,27.74,1880,260,32338,30,0,0,0,0.0,32555,26047,356.0,26403
20154SantaFe,2015,4,Santa Fe,52.61,6659,7577,361264,60985,51258,3079,1189,0.0,560204,561045,627.0,561672
20154SantiagoDelEstero,2015,4,Santiago Del Estero,17.0,7030,7836,23074,5669,1856,0,0,0.0,39138,39132,3.0,39135
20154TierraDelFuego,2015,4,Tierra Del Fuego,66.46,160,2850,32662,0,0,0,0,0.0,32963,29334,619.0,29953
20154Tucumán,2015,4,Tucumán,37.06,1070,218,83887,29942,9507,8370,0,0.0,146080,146053,42.0,146095
20153BuenosAires,2015,3,Buenos Aires,57.69,8361,107351,2266948,262564,200491,2642,7720,0.0,2856078,2916070,12695.0,2928765
20153CapitalFederal,2015,3,Capital Federal,118.29,2448,4934,942525,159618,175594,2028,10022,0.0,1341574,1362193,9875.0,1372068
20153Catamarca,2015,3,Catamarca,25.86,150,6871,14206,4143,8120,430,1,0.0,26091,26080,13.0,26093
20153Chaco,2015,3,Chaco,27.96,2400,10353,47131,19016,7498,9790,157,0.0,85374,85354,16.0,85370
20153Chubut,2015,3,Chubut,36.81,6410,5886,71668,1670,0,0,0,0.0,78362,62143,1740.0,63883
20153Córdoba,2015,3,Córdoba,57.08,1500,68765,429787,61109,59372,2582,1048,0.0,622813,622761,237.0,622998
20153Corrientes,2015,3,Corrientes,30.17,330,11921,48127,18168,6111,4530,146,0.0,84959,84931,28.0,84959
20153EntreRíos,2015,3,Entre Ríos,43.68,2863,20385,103990,34788,9924,3840,153,0.0,172487,172252,182.0,172434
20153Formosa,2015,3,Formosa,18.84,1862,6521,14354,2791,1842,3790,2,0.0,27751,27751,1.0,27752
20153Jujuy,2015,3,Jujuy,21.27,2549,9278,21588,5169,9660,0,0,0.0,39550,39548,2.0,39550
20153LaPampa,2015,3,La Pampa,57.96,6130,13087,47660,90,550,390,10,0.0,61473,64976,495.0,65471
20153LaRioja,2015,3,La Rioja,17.15,100,384,9102,2984,8320,0,3,0.0,16771,16753,18.0,16771
20153Mendoza,2015,3,Mendoza,32.49,2560,250,173430,450,180,50,13,0.0,173792,169261,1562.0,170823
20153Misiones,2015,3,Misiones,28.31,9580,9809,51234,17367,11654,5590,43,0.0,91624,91615,7.0,91622
20153Neuquén,2015,3,Neuquén,54.6,1733,2124,85044,2100,6599,20,155,0.0,95867,98376,2240.0,100616
20153RíoNegro,2015,3,Río Negro,46.39,3372,4457,88691,990,3826,10,62,0.0,100508,98529,1085.0,99614
20153Salta,2015,3,Salta,31.18,1126,12223,65405,17451,4318,610,5,0.0,100589,100570,3.0,100573
20153SanJuan,2015,3,San Juan,27.67,90,3910,54963,0,0,0,2,0.0,55365,51409,621.0,52030
20153SanLuis,2015,3,San Luis,9.71,90,40,13286,0,0,10,2,0.0,13302,12902,317.0,13219
20153SantaCruz,2015,3,Santa Cruz,27.61,1900,250,32266,20,0,0,0,0.0,32483,25912,359.0,26271
20153SantaFe,2015,3,Santa Fe,52.15,6767,80817,363177,59531,42021,232,1133,0.0,555766,556097,641.0,556738
20153SantiagoDelEstero,2015,3,Santiago Del Estero,17.12,7030,8332,23158,5956,1249,0,0,0.0,39398,39394,3.0,39397
20153TierraDelFuego,2015,3,Tierra Del Fuego,74.86,150,2850,36408,20,0,0,0,0.0,36710,33118,619.0,33737
20153Tucumán,2015,3,Tucumán,36.61,1070,23687,83654,29998,6232,6230,0,0.0,144301,144272,42.0,144314
20152BuenosAires,2015,2,Buenos Aires,56.8,8714,137189,2299705,243503,159922,201,6712,0.0,2857754,2871079,12711.0,2883790
20152CapitalFederal,2015,2,Capital Federal,116.07,2493,51799,990112,148569,142976,1482,9258,0.0,1346690,1336391,9893.0,1346284
20152Catamarca,2015,2,Catamarca,25.45,150,7253,14003,3776,5930,370,1,0.0,25678,25666,13.0,25679
20152Chaco,2015,2,Chaco,27.46,2880,11058,47551,17675,6337,7880,149,0.0,83846,83832,16.0,83848
20152Chubut,2015,2,Chubut,36.58,6560,6032,55791,1680,0,0,0,0.0,62647,61745,1740.0,63485
20152Córdoba,2015,2,Córdoba,55.87,1560,72695,434717,54993,46415,1956,903,0.0,611835,609510,236.0,609746
20152Corrientes,2015,2,Corrientes,29.58,340,12542,48015,17184,5039,3790,126,0.0,83319,83288,28.0,83316
20152EntreRíos,2015,2,Entre Ríos,42.93,2864,21986,104043,32293,7867,3540,136,0.0,169543,169309,183.0,169492
20152Formosa,2015,2,Formosa,18.36,1881,6907,14247,2436,1324,2570,1,0.0,27053,27013,37.0,27050
20152Jujuy,2015,2,Jujuy,20.29,2479,9474,20248,4792,7300,0,0,0.0,37723,37720,2.0,37722
20152LaPampa,2015,2,La Pampa,56.71,5737,8182,46235,270,240,250,10,0.0,60240,63552,500.0,64052
20152LaRioja,2015,2,La Rioja,16.88,100,4082,9093,268,6410,0,3,0.0,16509,16491,18.0,16509
20152Mendoza,2015,2,Mendoza,32.49,2680,260,170451,420,160,50,13,0.0,170821,169259,1564.0,170823
20152Misiones,2015,2,Misiones,27.35,9580,1036,51671,15022,10072,4080,33,0.0,88524,88512,7.0,88519
20152Neuquén,2015,2,Neuquén,53.12,1755,2348,82727,2140,5168,20,110,0.0,92324,95644,2241.0,97885
20152RíoNegro,2015,2,Río Negro,45.98,3413,4525,87362,970,324,10,51,0.0,98689,97640,1087.0,98727
20152Salta,2015,2,Salta,30.46,1123,1302,64737,16241,3114,290,5,0.0,98269,98264,3.0,98267
20152SanJuan,2015,2,San Juan,27.64,80,4100,51568,0,0,0,2,0.0,51988,51367,621.0,51988
20152SanLuis,2015,2,San Luis,9.71,90,40,13204,0,0,10,2,0.0,13220,12904,317.0,13221
20152SantaCruz,2015,2,Santa Cruz,27.07,2100,250,25519,20,0,0,0,0.0,25756,25384,379.0,25763
20152SantaFe,2015,2,Santa Fe,51.18,6827,86016,364441,53205,33894,1856,1014,0.0,547253,545739,649.0,546388
20152SantiagoDelEstero,2015,2,Santiago Del Estero,17.11,7030,8779,23456,5553,8880,0,0,0.0,39379,39375,3.0,39378
20152TierraDelFuego,2015,2,Tierra Del Fuego,74.51,150,2850,36073,20,0,0,0,0.0,36375,32960,619.0,33579
20152Tucumán,2015,2,Tucumán,35.69,1070,25178,83462,26966,4502,4550,0,0.0,140670,140635,42.0,140677
20151BuenosAires,2015,1,Buenos Aires,56.37,8882,123589,2267852,22007,126958,1561,5700,0.0,2754612,2847076,14766.0,2861842
20151CapitalFederal,2015,1,Capital Federal,114.9,2545,59084,1013510,134151,114569,1195,8401,0.0,1333455,1321139,11582.0,1332721
20151Catamarca,2015,1,Catamarca,25.11,130,7634,13754,3202,5170,90,1,0.0,25130,25312,20.0,25332
20151Chaco,2015,1,Chaco,26.65,260,12053,47425,15883,5346,4890,135,0.0,81357,81329,31.0,81360
20151Chubut,2015,1,Chubut,37.61,6510,6176,57333,1020,0,0,0,0.0,64262,63327,1946.0,65273
20151Córdoba,2015,1,Córdoba,54.7,1570,78427,432802,46574,37443,1615,815,0.0,597833,596663,294.0,596957
20151Corrientes,2015,1,Corrientes,28.95,360,13295,47842,15554,4424,2350,98,0.0,81484,81488,43.0,81531
20151EntreRíos,2015,1,Entre Ríos,42.07,2867,23951,104168,28113,6926,2740,119,0.0,166418,165839,231.0,166070
20151Formosa,2015,1,Formosa,18.12,1891,7336,14413,2024,8780,1570,1,0.0,26700,26657,43.0,26700
20151Jujuy,2015,1,Jujuy,19.69,2458,9754,19858,3939,6030,0,0,0.0,36612,36608,3.0,36611
20151LaPampa,2015,1,La Pampa,55.51,6059,8054,45038,260,100,130,10,0.0,59210,62155,542.0,62697
20151LaRioja,2015,1,La Rioja,16.7,110,4201,9379,2207,5330,0,3,0.0,16334,16310,23.0,16333
20151Mendoza,2015,1,Mendoza,32.37,2870,240,169763,380,160,60,11,0.0,170145,168355,1805.0,170160
20151Misiones,2015,1,Misiones,26.31,9580,11136,51906,12387,8543,1940,26,0.0,85150,85139,7.0,85146
20151Neuquén,2015,1,Neuquén,51.95,1895,2577,80787,1700,4067,20,76,0.0,89574,93373,2369.0,95742
20151RíoNegro,2015,1,Río Negro,45.33,3371,4913,86173,940,2632,20,42,0.0,97227,96145,1188.0,97333
20151Salta,2015,1,Salta,30.01,1123,14151,64992,13955,2569,150,5,0.0,96810,96793,18.0,96811
20151SanJuan,2015,1,San Juan,27.55,80,4450,51346,0,0,0,2,0.0,51801,51117,702.0,51819
20151SanLuis,2015,1,San Luis,9.72,100,80,12720,0,10,0,2,0.0,12741,12878,354.0,13232
20151SantaCruz,2015,1,Santa Cruz,27.99,2050,270,26048,20,0,0,0,0.0,26282,26217,424.0,26641
20151SantaFe,2015,1,Santa Fe,50.24,6883,93096,360964,4527,27597,1542,900,0.0,536252,535640,797.0,536437
20151SantiagoDelEstero,2015,1,Santiago Del Estero,17.06,7010,9236,23136,4796,7480,0,0,0.0,38617,39244,8.0,39252
20151TierraDelFuego,2015,1,Tierra Del Fuego,74.23,140,6090,36319,20,0,0,0,0.0,36944,32726,730.0,33456
20151Tucumán,2015,1,Tucumán,35.08,1070,27143,83895,23061,3722,3340,0,0.0,138262,138184,92.0,138276
20144BuenosAires,2014,4,Buenos Aires,56.09,8226,132937,2250445,20362,104322,9970,5406,0.0,2705954,2801178,15229.0,2816407
20144CapitalFederal,2014,4,Capital Federal,114.9,2698,62896,1038269,123451,95772,8900,7997,0.0,1331972,1318526,11994.0,1330520
20144Catamarca,2014,4,Catamarca,25.51,210,8047,14093,291,4210,0,1,0.0,25493,25472,21.0,25493
20144Chaco,2014,4,Chaco,21.87,4830,12837,42106,7908,26,1240,2,0.0,66060,65998,37.0,66035
20144Chubut,2014,4,Chubut,40.25,1858,6218,60392,700,0,0,0,0.0,68538,66557,1985.0,68542
20144Córdoba,2014,4,Córdoba,54.7,1903,85362,427844,41947,30858,1177,782,0.0,589873,590113,319.0,590432
20144Corrientes,2014,4,Corrientes,23.56,400,1386,42182,7513,2106,0,9,0.0,65710,65656,54.0,65710
20144EntreRíos,2014,4,Entre Ríos,36.03,2311,27801,88649,18318,3584,10,66,0.0,140730,140567,246.0,140813
20144Formosa,2014,4,Formosa,17.96,1947,783,14058,1852,4730,470,1,0.0,26208,26156,51.0,26207
20144Jujuy,2014,4,Jujuy,19.6,188,10427,19740,3443,4650,0,0,0.0,35955,35999,3.0,36002
20144LaPampa,2014,4,La Pampa,51.27,6266,6879,36520,260,50,40,10,0.0,49710,56813,567.0,57380
20144LaRioja,2014,4,La Rioja,17.01,90,4333,9728,1943,3860,0,3,0.0,16402,16379,23.0,16402
20144Mendoza,2014,4,Mendoza,32.64,3030,190,169222,360,140,50,12,0.0,169611,167766,1848.0,169614
20144Misiones,2014,4,Misiones,24.16,5470,1184,53093,8731,2952,540,12,0.0,77229,77222,7.0,77229
20144Neuquén,2014,4,Neuquén,52.55,1731,2744,80938,1260,3621,20,66,0.0,89228,92999,2397.0,95396
20144RíoNegro,2014,4,Río Negro,45.48,364,4723,85094,940,2319,40,30,0.0,95904,95050,1210.0,96260
20144Salta,2014,4,Salta,29.53,540,16214,63221,12552,1922,0,4,0.0,93967,93921,26.0,93947
20144SanJuan,2014,4,San Juan,28.04,110,4780,51628,0,0,0,2,0.0,52119,51390,729.0,52119
20144SanLuis,2014,4,San Luis,9.79,90,0,13135,0,0,10,2,0.0,13147,12788,359.0,13147
20144SantaCruz,2014,4,Santa Cruz,27.8,1560,14,24145,10,10,0,0,0.0,25703,25277,436.0,25713
20144SantaFe,2014,4,Santa Fe,50.0,8707,99962,359293,36718,21098,8690,824,0.0,527471,528459,938.0,529397
20144SantiagoDelEstero,2014,4,Santiago Del Estero,17.27,1246,8913,24181,4359,6020,0,0,0.0,39301,39308,9.0,39317
20144TierraDelFuego,2014,4,Tierra Del Fuego,66.14,120,2830,31489,20,0,0,0,0.0,31786,28249,741.0,28990
20144Tucumán,2014,4,Tucumán,35.32,170,28746,85091,20631,2733,1960,0,0.0,137414,137329,95.0,137424
20143BuenosAires,2014,3,Buenos Aires,56.75,7355,128187,2281524,156693,68947,2430,4232,0.0,2647181,2835537,14028.0,2849565
20143CapitalFederal,2014,3,Capital Federal,113.8,8400,78016,1060145,10217,70907,950,6626,0.0,1318799,1307195,10630.0,1317825
20143Catamarca,2014,3,Catamarca,24.71,190,8845,13790,1915,1110,0,0,0.0,24680,24665,21.0,24686
20143Chaco,2014,3,Chaco,21.11,3980,14731,41934,5428,1274,50,0,0.0,63770,63710,36.0,63746
20143Chubut,2014,3,Chubut,40.6,2013,6281,60771,340,0,0,0,0.0,69099,67130,2007.0,69137
20143Córdoba,2014,3,Córdoba,54.23,6600,98992,435692,28992,18888,840,664,0.0,583972,585231,200.0,585431
20143Corrientes,2014,3,Corrientes,22.79,210,15448,41717,5181,1172,0,0,0.0,63539,63516,33.0,63549
20143EntreRíos,2014,3,Entre Ríos,34.98,1709,2971,91450,12569,131,0,48,0.0,136796,136618,115.0,136733
20143Formosa,2014,3,Formosa,17.77,2001,8323,14202,1324,850,0,0,0.0,25935,25873,64.0,25937
20143Jujuy,2014,3,Jujuy,18.37,1270,10979,20216,2305,820,0,0,0.0,33709,33739,2.0,33741
20143LaPampa,2014,3,La Pampa,55.78,6458,6645,41009,240,50,40,10,0.0,54155,61861,564.0,62425
20143LaRioja,2014,3,La Rioja,16.51,100,4785,9720,1337,610,0,0,0.0,15913,15893,23.0,15916
20143Mendoza,2014,3,Mendoza,32.31,350,0,167763,310,120,130,1,0.0,167855,166184,1740.0,167924
20143Misiones,2014,3,Misiones,23.57,6400,13637,53510,5928,1606,0,1,0.0,75322,75327,0.0,75327
20143Neuquén,2014,3,Neuquén,56.4,1522,3099,80090,1070,2865,100,27,0.0,87720,100099,2268.0,102367
20143RíoNegro,2014,3,Río Negro,46.2,364,5189,86868,870,1944,80,9,0.0,97745,96629,1151.0,97780
20143Salta,2014,3,Salta,29.22,7320,17481,66026,8314,3880,0,0,0.0,92941,92929,25.0,92954
20143SanJuan,2014,3,San Juan,27.85,80,4870,51276,0,0,0,0,0.0,51771,51031,748.0,51779
20143SanLuis,2014,3,San Luis,9.71,80,0,13029,0,0,30,0,0.0,13040,12683,363.0,13046
20143SantaCruz,2014,3,Santa Cruz,28.23,1950,1624,24248,10,10,0,0,0.0,26069,25664,446.0,26110
20143SantaFe,2014,3,Santa Fe,49.2,823,112593,357615,23962,12124,380,806,0.0,515368,520196,691.0,520887
20143SantiagoDelEstero,2014,3,Santiago Del Estero,16.49,7910,9914,23826,2867,1420,0,0,0.0,37540,37539,9.0,37548
20143TierraDelFuego,2014,3,Tierra Del Fuego,65.69,120,3360,32348,20,0,0,0,0.0,32698,28037,755.0,28792
20143Tucumán,2014,3,Tucumán,33.94,60,32716,84668,14101,5590,40,0,0.0,132054,131978,88.0,132066
20142BuenosAires,2014,2,Buenos Aires,55.06,6902,162274,2288772,140226,56549,2840,4309,0.0,2659316,2750430,14116.0,2764546
20142CapitalFederal,2014,2,Capital Federal,113.14,8470,81431,1078213,87359,56004,590,6427,0.0,1310340,1299502,10713.0,1310215
20142Catamarca,2014,2,Catamarca,24.7,190,8844,13794,1915,1110,0,0,0.0,24683,24660,23.0,24683
20142Chaco,2014,2,Chaco,20.96,4120,14854,41530,5418,1085,50,0,0.0,63304,63243,36.0,63279
20142Chubut,2014,2,Chubut,41.41,2064,6582,61868,0,0,0,0,0.0,70514,68503,2016.0,70519
20142Córdoba,2014,2,Córdoba,53.45,2105,101598,429536,28698,14824,760,627,0.0,577464,576747,205.0,576952
20142Corrientes,2014,2,Corrientes,22.58,200,15563,41219,5199,9560,0,0,0.0,62957,62925,33.0,62958
20142EntreRíos,2014,2,Entre Ríos,34.69,2187,32781,86757,12564,1162,0,44,0.0,135495,135468,115.0,135583
20142Formosa,2014,2,Formosa,17.54,2032,8218,13944,1321,850,0,0,0.0,25600,25535,65.0,25600
20142Jujuy,2014,2,Jujuy,18.71,1873,11233,18851,2305,820,0,0,0.0,34344,34359,2.0,34361
20142LaPampa,2014,2,La Pampa,49.71,7032,6761,34089,180,50,40,10,0.0,47919,55048,580.0,55628
20142LaRioja,2014,2,La Rioja,16.5,100,4785,9719,1337,610,0,0,0.0,15912,15889,23.0,15912
20142Mendoza,2014,2,Mendoza,32.1,350,60,166710,310,100,50,10,0.0,166807,165046,1761.0,166807
20142Misiones,2014,2,Misiones,23.37,5400,13644,53245,5924,1334,20,0,0.0,74689,74689,0.0,74689
20142Neuquén,2014,2,Neuquén,50.84,1531,3206,79087,920,2289,20,30,0.0,86237,90053,2235.0,92288
20142RíoNegro,2014,2,Río Negro,45.33,3468,5507,84978,780,1569,20,8,0.0,95610,94812,1145.0,95957
20142Salta,2014,2,Salta,28.91,530,18818,64440,8293,3880,0,0,0.0,91992,91949,25.0,91974
20142SanJuan,2014,2,San Juan,27.78,100,5070,51129,0,0,0,0,0.0,51646,50891,755.0,51646
20142SanLuis,2014,2,San Luis,9.72,70,0,13045,0,0,10,2,0.0,13055,12691,364.0,13055
20142SantaCruz,2014,2,Santa Cruz,29.38,1530,1637,25374,20,0,0,0,0.0,27166,26710,459.0,27169
20142SantaFe,2014,2,Santa Fe,48.39,8515,115197,353559,23939,10058,340,792,0.0,512094,511753,605.0,512358
20142SantiagoDelEstero,2014,2,Santiago Del Estero,16.7,1231,9914,23842,2867,1420,0,0,0.0,37996,38002,9.0,38011
20142TierraDelFuego,2014,2,Tierra Del Fuego,64.36,120,3340,31198,20,0,0,0,0.0,31546,27443,766.0,28209
20142Tucumán,2014,2,Tucumán,33.94,60,32714,84675,14101,5590,40,0,0.0,132059,131981,88.0,132069
20141BuenosAires,2014,1,Buenos Aires,54.57,8469,171244,2279875,121787,38923,2060,4037,0.0,2624542,2725732,14144.0,2739876
20141CapitalFederal,2014,1,Capital Federal,112.25,8520,88826,1096050,70293,38798,550,6208,0.0,1301081,1289204,10714.0,1299918
20141Catamarca,2014,1,Catamarca,24.25,190,9147,13330,1672,640,0,0,0.0,24232,24209,23.0,24232
20141Chaco,2014,1,Chaco,20.72,4380,15849,40869,4644,7410,50,0,0.0,62546,62520,36.0,62556
20141Chubut,2014,1,Chubut,41.24,7452,100,61329,0,0,0,0,0.0,68791,68205,2016.0,70221
20141Córdoba,2014,1,Córdoba,52.52,2076,107705,423114,24112,9818,400,588,0.0,567453,566705,205.0,566910
20141Corrientes,2014,1,Corrientes,22.32,200,16357,40742,4486,6300,0,0,0.0,62235,62203,33.0,62236
20141EntreRíos,2014,1,Entre Ríos,34.37,2177,35206,85248,10828,7460,0,43,0.0,134248,134216,115.0,134331
20141Formosa,2014,1,Formosa,17.42,2062,8475,13685,1133,670,0,0,0.0,25422,25335,87.0,25422
20141Jujuy,2014,1,Jujuy,18.42,1832,11498,18415,2002,560,0,0,0.0,33803,33825,2.0,33827
20141LaPampa,2014,1,La Pampa,48.43,7434,6535,32501,170,50,40,10,0.0,46506,53601,592.0,54193
20141LaRioja,2014,1,La Rioja,16.29,100,5111,9390,1165,350,0,0,0.0,15711,15688,23.0,15711
20141Mendoza,2014,1,Mendoza,31.91,350,60,166655,190,100,60,9,0.0,166740,164084,1761.0,165845
20141Misiones,2014,1,Misiones,23.14,5450,1446,52852,5139,9580,0,0,0.0,73954,73950,0.0,73950
20141Neuquén,2014,1,Neuquén,49.79,4133,9870,77148,840,1582,20,22,0.0,83958,88077,2303.0,90380
20141RíoNegro,2014,1,Río Negro,44.91,467,4618,84304,730,1062,10,8,0.0,94736,93909,1157.0,95066
20141Salta,2014,1,Salta,28.7,530,19677,64061,7192,3140,0,0,0.0,91297,91265,25.0,91290
20141SanJuan,2014,1,San Juan,27.6,5310,20,51056,0,0,0,0,0.0,51589,50543,755.0,51298
20141SanLuis,2014,1,San Luis,9.35,70,30,12544,0,10,0,2,0.0,12557,12193,364.0,12557
20141SantaCruz,2014,1,Santa Cruz,28.94,1610,1625,24972,10,10,0,0,0.0,26760,26304,460.0,26764
20141SantaFe,2014,1,Santa Fe,47.85,8456,124468,345225,20328,6845,230,668,0.0,506013,506000,612.0,506612
20141SantiagoDelEstero,2014,1,Santiago Del Estero,16.31,1234,10531,22817,2422,1090,0,0,0.0,37113,37124,9.0,37133
20141TierraDelFuego,2014,1,Tierra Del Fuego,63.97,120,6070,30902,60,0,0,0,0.0,31527,27272,766.0,28038
20141Tucumán,2014,1,Tucumán,33.42,60,34672,83210,11779,3620,30,0,0.0,130032,129944,88.0,130032
